rows
name-AREA
кружок/дискжокей-Поддержка проектов в области науки, образования, просвещения
хранитель/времени-Сохранение исторической памяти
полёт/серебряной/иглы-Поддержка проектов в области науки, образования, просвещения
школа/экономического/анализа/цели/национального/развития/россии/региональное/преломление-Поддержка проектов в области науки, образования, просвещения
олег/поскребышев/вдали/от/больших/городов-Сохранение исторической памяти
традиции/села/александровское-Сохранение исторической памяти
социокультурный/проект/петр/i/и/русская/православная/церковь-Сохранение исторической памяти
тюменская/школа/юных/корреспондентов-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
траектория/успеха//русский/север-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
город/муз-Поддержка семьи, материнства, отцовства и детства
родник/для/сельских/жителей-Охрана окружающей среды и защита животных
история/свободы/пушкинская/и/места/силы/независимой/культуры/ленинграда-Сохранение исторической памяти
благодать//воскресные/чтения/в/детской/библиотеке-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
благоустройство/территории/парка/xix/века-Охрана окружающей среды и защита животных
пора/в/дорогу/продолжение-Охрана здоровья граждан, пропаганда здорового образа жизни
восстановление/георгиевского/храма-Сохранение исторической памяти
академия/квн//система/развития/и/поддержки/детского/творчества/в/брянской/области-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
дшионлайн/трансмедиа-Поддержка проектов в области науки, образования, просвещения
согретые/лучом-Поддержка проектов в области науки, образования, просвещения
помощь/детям/с/тяжелыми/и/неизлечимыми/заболеваниями/и/их/семьям-Охрана здоровья граждан, пропаганда здорового образа жизни
цифровой/формат/инклюзии-Развитие институтов гражданского общества
образовательный/проект/безопасные/маршруты/для/детей/и/подростков-Поддержка проектов в области науки, образования, просвещения
седьмая/международная/кавказская/математическая/олимпиада-Поддержка проектов в области науки, образования, просвещения
выживи/сам/спаси/других/практическая/подготовка/к/действиям/во/время/пожара/и/оказанию/первой/помощи/при/несчастном/случае-Поддержка проектов в области науки, образования, просвещения
клуб/апсайкл/тренд-Охрана окружающей среды и защита животных
viii/международный/молодёжный/кинофестиваль/короткометражных/фильмов/о/великой/отечественной/и/второй/мировой/войне/перерыв/на/кино-Сохранение исторической памяти
добро/без/границ//спортивная/среда-Охрана здоровья граждан, пропаганда здорового образа жизни
внедрение/метода/стабилометрии/в/коррекционную/работу/с/детьми/с/ограниченными/возможностями/здоровья-Социальное обслуживание, социальная поддержка и защита граждан
конкурс/студенческих/технологических/разработок/по/биоремедиации/водоемов/фиторемедиация/водоемов/петербурга-Поддержка проектов в области науки, образования, просвещения
дендропарк/кедровое/озеро-Поддержка проектов в области науки, образования, просвещения
просветительские/курсы/для/малокомплектных/школ/отдаленных/районов/республики/татарстан/belem/-Поддержка проектов в области науки, образования, просвещения
рубеж/обороны/москвы/под/звенигородом-Сохранение исторической памяти
proспорт//организация/мероприятий/по/вовлечению/подростков/с/девиантным/поведением/в/спорт-Охрана здоровья граждан, пропаганда здорового образа жизни
кубок/победы-Сохранение исторической памяти
беzoomная/экспедиция/для/тех/кто/любит/жизнь-Поддержка проектов в области науки, образования, просвещения
сибирский/компас/-Охрана здоровья граждан, пропаганда здорового образа жизни
артлаборатория/искусство/в/прогрессе-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
лиловый/кот//студия/развивающего/досуга/для/детей/с/инвалидностью/и/овз-Поддержка семьи, материнства, отцовства и детства
семья/роллеров-Охрана здоровья граждан, пропаганда здорового образа жизни
карта/цветок/геракла-Охрана окружающей среды и защита животных
бирюза//фестиваль/малых/городов/и/территорий/среднерусской/возвышенности-Сохранение исторической памяти
молодежная/этнокультурная/программа/proэтно/-Укрепление межнационального и межрелигиозного согласия
о/чем/я/молчу-Поддержка семьи, материнства, отцовства и детства
электронный/мяч/и/ворота/для/футбола/незрячих-Охрана здоровья граждан, пропаганда здорового образа жизни
семья/в/большом/городе-Поддержка семьи, материнства, отцовства и детства
будь/выше/адаптивное/скалолазание/с/персональным/тренером/для//детей/с/ментальными/нарушениями/развития-Охрана здоровья граждан, пропаганда здорового образа жизни
улётная/жизнь-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
алтайская/этнокультурная/творческая/студия/чедирген/искорка-Укрепление межнационального и межрелигиозного согласия
проект/безопасный/город-Поддержка семьи, материнства, отцовства и детства
профориентационная/программа/истоки/хлеба/насущного-Поддержка проектов в области науки, образования, просвещения
этноstyle//это/наш/стиль-Укрепление межнационального и межрелигиозного согласия
свидание/с/планетой-Охрана окружающей среды и защита животных
мама/я/могу-Поддержка семьи, материнства, отцовства и детства
мама/череповца//-Поддержка семьи, материнства, отцовства и детства
герои/нашего/времени-Охрана здоровья граждан, пропаганда здорового образа жизни
программа/адаптации/иностранных/студентов/мы/в/россии-Укрепление межнационального и межрелигиозного согласия
историческое/наследие/и/характер/места-Сохранение исторической памяти
инклюзивный/клуб/друзей-Поддержка семьи, материнства, отцовства и детства
московский/епархиальный/дом//центр/мирных/общественных/инициатив/в/россии/начала/xx/века-Сохранение исторической памяти
факел/вахта/памяти-Сохранение исторической памяти
центр/поддержки/семей/с/детьми/с/инвалидностью//помощь/на/дому-Поддержка семьи, материнства, отцовства и детства
правовой/центр/оказания/юридической/помощи/инвалидам/вследствие/боевых/действий/и/военной/травмы/членам/семей/погибших/участников/боевых/действий/и/в-Защита прав и свобод человека и гражданина, в том числе защита прав заключенных
образовательный/интенсив/по/робототехнике/кубботы-Поддержка проектов в области науки, образования, просвещения
от/буквы//к/цифре/ресурсный/центр/по/развитию/цифровой/грамотности/подростков/с/ментальной/инвалидностью-Поддержка проектов в области науки, образования, просвещения
волонтёры/наследия/карелии-Развитие институтов гражданского общества
музейная/комната/мжк/г/свердловск-Сохранение исторической памяти
клубный/интерес/профориентация/детей/и/подростков/через/клубную/деятельность-Поддержка проектов в области науки, образования, просвещения
региональный/футбольный/чемпионат/среди/многодетных/семей/многодетный/футбол-Охрана здоровья граждан, пропаганда здорового образа жизни
особые/сплавы/социальная/адаптация/детей/c/инвалидностью/кировской/области/средствами/адаптивного/водного/туризма-Поддержка семьи, материнства, отцовства и детства
проект/фотография/на/всероссийской/этнографической/выставке//года-Сохранение исторической памяти
труд/как/способ/реабилитации-Социальное обслуживание, социальная поддержка и защита граждан
акселератор/молодежных/проектов/команда-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
юношеская/горная/школа/выше/облаков-Поддержка проектов в области науки, образования, просвещения
творческая/лаборатория/синтеза/искусств/волшебство/в/ладошках/для/детей/с/овз/детейинвалидов/и/их/родителей-Поддержка проектов в области науки, образования, просвещения
на/санях/в/открытый/мир-Поддержка семьи, материнства, отцовства и детства
международные/соревнования/по/киокусинкай/andrey/yakutov/th/memorial-Охрана здоровья граждан, пропаганда здорового образа жизни
пограничники/они/собой/закрыли/сталинград-Сохранение исторической памяти
семейный/ресурсный/центр-Поддержка семьи, материнства, отцовства и детства
развитие/научнопопулярного/портала/по/экономике/и/финансам/guru-Поддержка проектов в области науки, образования, просвещения
живая/память-Сохранение исторической памяти
лаборатория/культурной/памяти/города/живая/история/ярославля-Сохранение исторической памяти
школа/для/нко/и/гражданских/активистов-Развитие институтов гражданского общества
коворкингцентр/женщина/в/деле-Поддержка проектов в области науки, образования, просвещения
регби//детям-Охрана здоровья граждан, пропаганда здорового образа жизни
акселератор/детских/добровольческих/инициатив-Развитие институтов гражданского общества
молодым//дорогу-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
тамбовский/областной/благотворительный/вещевой/центр-Социальное обслуживание, социальная поддержка и защита граждан
интерактивное/краеведение/хранители/места/и/формирование/локальных/смыслов-Сохранение исторической памяти
усиление/общественных/приемных/и/консультаций/для/граждан/ориентир/на/развитие-Развитие институтов гражданского общества
фундамент/для/инклюзии-Социальное обслуживание, социальная поддержка и защита граждан
хакатон/программирование/сервисных/и/мобильных/роботов/робопром/vi-Поддержка проектов в области науки, образования, просвещения
пространство/для/роста-Развитие институтов гражданского общества
комплексное/развитие/института/регулярного/безвозмездного/донорства/крови/в/россии/на/платформе/donorsearch-Развитие институтов гражданского общества
хорошее/дело-Развитие институтов гражданского общества
я/могу-Социальное обслуживание, социальная поддержка и защита граждан
молодецкие/игры/народов/россии/межнациональная/диалоговая/площадка-Укрепление межнационального и межрелигиозного согласия
курсор/точки/роста-Развитие институтов гражданского общества
сила/вместе/ресурс/для/ресурсных/центров-Развитие институтов гражданского общества
заметь/меня-Развитие институтов гражданского общества
новая/ступень/интеграция/людей/с/тмнр/в/местное/сообщество-Социальное обслуживание, социальная поддержка и защита граждан
я/бы/в/мультипликаторы/пошёл/пусть/меня/научат-Развитие институтов гражданского общества
информационная/кампания/против/жестокого/отношения/к/пожилым/людям/дорогие/мои/старики-Социальное обслуживание, социальная поддержка и защита граждан
тос/играет/в/футбол-Охрана здоровья граждан, пропаганда здорового образа жизни
муниципальный/ресурсный/центр/поддержки/социально/ориентированных/некоммерческих/организаций/и/гражданских/инициатив/города/шадринска/курганской/облас-Развитие институтов гражданского общества
разработка/и/апробация/дополнительной/образовательной/программы/садовник/с/применением/инновационных/технологий/обучения/и/реабилитации/для/детей/с-Социальное обслуживание, социальная поддержка и защита граждан
благое/дело-Охрана окружающей среды и защита животных
город/счастливых/собак-Охрана окружающей среды и защита животных
программа/поддержки/активной/деятельности/на/природе/первопроходец//команда-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
в/ногу/со/временем/интернет/для/старшего/поколения-Социальное обслуживание, социальная поддержка и защита граждан
бери/домой//выставки/собак/и/кошек/из/приюта-Охрана окружающей среды и защита животных
уфимский/лыжный/марафон-Охрана здоровья граждан, пропаганда здорового образа жизни
помогите/человек/тонет-Охрана здоровья граждан, пропаганда здорового образа жизни
создание/ресурсного/центра/вскс/по/поддержке/добровольчества/в/сфере/культуры/безопасности/и/ликвидации/последствий/стихийных/бедствий/в/иркутской/обл-Социальное обслуживание, социальная поддержка и защита граждан
шаг/навстречу-Поддержка семьи, материнства, отцовства и детства
дьөһөгөй//клуб/любителей/коневодства-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
камчатка/расправляет/крылья/экологопросветительский/проект-Охрана окружающей среды и защита животных
айкилето/-Поддержка проектов в области науки, образования, просвещения
вектор/жизни-Социальное обслуживание, социальная поддержка и защита граждан
защитник/рубежей-Сохранение исторической памяти
масштабирование/проекта/от/таврики/к/крыму/через/века-Сохранение исторической памяти
онежская/волна-Охрана здоровья граждан, пропаганда здорового образа жизни
эколофт//пространство/устойчивого/развития-Охрана окружающей среды и защита животных
zooволонтёры-Охрана окружающей среды и защита животных
региональный/молодёжный/социальный/театр/три/вопроса-Охрана здоровья граждан, пропаганда здорового образа жизни
молодежь/выбирает/парус//доступный/парусный/спорт/для/студентов-Охрана здоровья граждан, пропаганда здорового образа жизни
картинг/выбор/молодых-Охрана здоровья граждан, пропаганда здорового образа жизни
сдаём/вторсырьё/рядом/с/домом-Охрана окружающей среды и защита животных
листья/в/дело-Охрана окружающей среды и защита животных
городской/фестиваль/по/строительству/снежных/хижин/иглу/город/эскимосов-Охрана здоровья граждан, пропаганда здорового образа жизни
донорствокровироссии/культурный/код/расширяя/границы/донорства-Охрана здоровья граждан, пропаганда здорового образа жизни
газета/с/фронта-Сохранение исторической памяти
приходите/в/гости/к/речке-Охрана окружающей среды и защита животных
инклюзивный/театр/солнечные/детки-Поддержка семьи, материнства, отцовства и детства
earlymusic/возвращение/имен-Сохранение исторической памяти
сельская/женщина//гордость/россии-Поддержка семьи, материнства, отцовства и детства
дорога/к/чёрному/поясу-Охрана здоровья граждан, пропаганда здорового образа жизни
умные/книги//бесплатно/для/всех-Поддержка проектов в области науки, образования, просвещения
всероссийский/фестиваль/этнографических/фильмов/крымский/кадр-Укрепление межнационального и межрелигиозного согласия
центр/психологической/реабилитации/и/социальной/адаптации/алко/и/наркозависимых/находящихся/в/сложной/жизненной/ситуации-Охрана здоровья граждан, пропаганда здорового образа жизни
фестиваль/семей/дорогу/осилим/вместе-Поддержка семьи, материнства, отцовства и детства
рожденные/творить//поддержка/творчества/талантливых/детей/и/молодежи-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
танцевальный/мост/челябинск//владикавказ-Укрепление межнационального и межрелигиозного согласия
столярная/артель/тектон/-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
благотворительная/ярмарка/белый/цветок-Развитие институтов гражданского общества
фестиваль/детского/пленэрного/рисунка/ласточкино/гнездышко-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
добро/со/смыслом-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
движение/к/цели/вверх/ii/этап-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
воображариум/инклюзивные/творческие/мастерские/для/детей-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
молодежная/школа/музейных/профессий-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
фестиваль/спортивных/игр/в/игре-Охрана здоровья граждан, пропаганда здорового образа жизни
повышая/потенциал/в/помощь/специалистам/и/сотрудникам/нко/оказывающим/услуги/пациентам/с/вич/и/вгс-Охрана здоровья граждан, пропаганда здорового образа жизни
симфония/на/колесах/-Поддержка проектов в области науки, образования, просвещения
создание/в/республике/башкортостан/центра/сопровождения/семьи/и/детства/детей/с/нарушениями/слуха-Поддержка семьи, материнства, отцовства и детства
оберег/комплекс/социальных/мер/поддержки/семей/оказавшихся/в/трудной/жизненной/ситуации-Поддержка семьи, материнства, отцовства и детства
тепло/семейного/очага-Поддержка семьи, материнства, отцовства и детства
мастерские/в/вырице//программа/социальной/адаптации/и/профориентации-Поддержка семьи, материнства, отцовства и детства
центр/семейной/медиации/мирумир-Поддержка семьи, материнства, отцовства и детства
арт//в/будущее-Поддержка семьи, материнства, отцовства и детства
арктический/юный/натуралист-Поддержка проектов в области науки, образования, просвещения
грудное/вскармливание//подарок/на/всю/жизнь-Поддержка семьи, материнства, отцовства и детства
экосемья-Охрана окружающей среды и защита животных
чемпионат/профессионального/мастерства/по/инженерному/проектированию/среди/школьников/городского/округа/г/уфы/children/скиллс-Поддержка проектов в области науки, образования, просвещения
особая/школа/искусств/сотвори-Поддержка семьи, материнства, отцовства и детства
ранняя/помощь/детям/и/их/семьям/сможем/вместе-Поддержка семьи, материнства, отцовства и детства
путешествие/волшебной/шкатулки//создание/инклюзивного/культурнодосугового/пространства/в/подмосковье-Поддержка семьи, материнства, отцовства и детства
я/могу/сам//клубные/занятия/для/развития/социальных/навыков/и/подготовки/к/самостоятельной/жизни/для/подростков/и/молодых/людей/с/опытом/сиротства-Поддержка семьи, материнства, отцовства и детства
поплавок/комплексная/гидрореабилитация/детей/с/овз/и/их/родителей-Поддержка семьи, материнства, отцовства и детства
всеправославный/лагерь/школа/дружбы-Развитие общественной дипломатии и поддержка соотечественников
легкое/дыхание-Охрана здоровья граждан, пропаганда здорового образа жизни
место/силы/свет/из/усвят-Сохранение исторической памяти
сообщество/развития/медиашкола/нко-Поддержка проектов в области науки, образования, просвещения
создание/конноспортивного/клуба/вольный/ветер/при/брюховецком/станичном/казачьем/обществе-Охрана здоровья граждан, пропаганда здорового образа жизни
волонтёр/культурного/события-Развитие институтов гражданского общества
терапевтический/театрцентр/руки/дай-Поддержка семьи, материнства, отцовства и детства
proдвижение/в/скауты-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
мир/в/котором/нет/чужих-Поддержка проектов в области науки, образования, просвещения
семейный/центр/терапевтического/спорта/по/программе/лига/мечты/в/республике/алтай-Поддержка семьи, материнства, отцовства и детства
тара//особо/значимая/но/неизвестная/археологическая/жемчужина/западной/сибири-Сохранение исторической памяти
академия/премия/литературных/критиков/и/менторская/программа/поддержки/молодых/писателей-Поддержка проектов в области науки, образования, просвещения
школа/кибербезопасности-Поддержка семьи, материнства, отцовства и детства
зеленые/истории/каргополья-Сохранение исторической памяти
наследники-Сохранение исторической памяти
вернись/в/реальность-Охрана здоровья граждан, пропаганда здорового образа жизни
передвижная/музейная/лаборатория/музей/xxi/века-Сохранение исторической памяти
мы/живые-Социальное обслуживание, социальная поддержка и защита граждан
серебряный/возраст//время/петанка-Охрана здоровья граждан, пропаганда здорового образа жизни
волонтер/расскажет/снимет/и/покажет/информационная/поддержка/нко/брянской/области/силами/медиаволонтеров-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
организация/и/проведение/международного/открытого/фестиваля/робототехники/калашниковтехнофест-Поддержка проектов в области науки, образования, просвещения
растём/вместе-Поддержка семьи, материнства, отцовства и детства
дополнительное/и/профессиональное/образование/для/людей/с/комплексными/нарушениями/развития/включая/слепоглухоту-Поддержка проектов в области науки, образования, просвещения
творческая/реабилитация/и/психологическая/помощь/семьям/с/детьмиинвалидами-Поддержка семьи, материнства, отцовства и детства
профессионализация/службы/социального/сопровождений/семей/с/детьми/инвалидами//региональной/сети/семейных/приемных/ворди-Поддержка семьи, материнства, отцовства и детства
модельное/агентство/подиум//проект/особенных/детей/и/уникальной/молодежи-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
апельсин/объединяет/улучшение/качества/жизни/людей/с/ограниченными/возможностями/здоровья/через/организацию/системной/работы/дипов/и/волонтеров/посре-Социальное обслуживание, социальная поддержка и защита граждан
сталинград//история/победы-Сохранение исторической памяти
чистая/вода//здоровье/на/года-Охрана здоровья граждан, пропаганда здорового образа жизни
лаборатория/городских/сообществ-Развитие институтов гражданского общества
стопконфликт/территория/бесконфликтного/общения/в/образовательной/среде-Развитие институтов гражданского общества
инклюзион/региональное/развитие-Развитие институтов гражданского общества
уникальные/природные/уголки/омского/региона-Охрана окружающей среды и защита животных
играй-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
друзья/сильнее/делают/меня-Поддержка семьи, материнства, отцовства и детства
отходы//не/мусор/а/ценный/вторичный/ресурс-Развитие институтов гражданского общества
дуванновые/возможности-Развитие институтов гражданского общества
мастерская/урбанистики/не/столица/кузбасс-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
онлайнкурс/практическая/бухгалтерия/для/нко-Развитие институтов гражданского общества
ринг/чемпионов-Охрана здоровья граждан, пропаганда здорового образа жизни
центр/компетенций/мы/просвещаем/комплексная/поддержка/и/развитие/духовнонравственного/просвещения-Укрепление межнационального и межрелигиозного согласия
остановка/наше/место//командная/игра-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
траектория/карьеры-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
организационное/развитие/и/усиление/потенциала/со/нко/работающих/в/сфере/помощи/семьям/и/детям-Развитие институтов гражданского общества
proдвижение-Развитие институтов гражданского общества
